Prediction,Ground Truth
"[4.705370903015137, 5.015068054199219]","[6.047999858856201, 5.543000221252441]"
"[4.768346786499023, 4.941463470458984]","[6.047999858856201, 5.543000221252441]"
"[4.955361366271973, 4.945554733276367]","[6.047999858856201, 5.543000221252441]"
"[5.06287956237793, 4.99362850189209]","[6.047999858856201, 5.540999889373779]"
"[5.347326278686523, 4.831580638885498]","[6.047999858856201, 5.539999961853027]"
"[5.215775489807129, 5.0213775634765625]","[6.047999858856201, 5.535999774932861]"
"[5.368724822998047, 4.97077751159668]","[6.047999858856201, 5.533999919891357]"
"[5.293338775634766, 4.863679885864258]","[6.047999858856201, 5.5329999923706055]"
"[5.249914169311523, 5.066333770751953]","[6.047999858856201, 5.53000020980835]"
"[5.330412864685059, 4.932180404663086]","[6.047999858856201, 5.5289998054504395]"
"[5.540474891662598, 4.713022232055664]","[6.045000076293945, 5.52400016784668]"
"[5.638777732849121, 4.702178955078125]","[6.044000148773193, 5.521999835968018]"
"[5.613177299499512, 4.762986183166504]","[6.039999961853027, 5.521999835968018]"
"[5.335280418395996, 4.9420671463012695]","[6.033999919891357, 5.521999835968018]"
"[4.762866973876953, 4.964900970458984]","[6.03000020980835, 5.519999980926514]"
"[4.633749961853027, 5.031183242797852]","[6.017000198364258, 5.519000053405762]"
"[4.580694198608398, 5.142682075500488]","[6.011000156402588, 5.519000053405762]"
"[4.781834602355957, 5.485040664672852]","[6.011000156402588, 5.515999794006348]"
"[4.844675064086914, 5.819238662719727]","[6.011000156402588, 5.480999946594238]"
"[4.839913368225098, 5.518786430358887]","[6.011000156402588, 5.4670000076293945]"
"[5.068869590759277, 6.211302757263184]","[6.011000156402588, 5.4670000076293945]"
"[5.419064521789551, 7.084946632385254]","[6.011000156402588, 5.4670000076293945]"
"[5.329761505126953, 6.9555511474609375]","[6.011000156402588, 5.459000110626221]"
"[5.398039817810059, 6.8069562911987305]","[6.011000156402588, 5.455999851226807]"
"[5.748072624206543, 7.600298881530762]","[6.011000156402588, 5.455999851226807]"
"[6.273476600646973, 8.384398460388184]","[6.011000156402588, 5.455999851226807]"
"[6.118119239807129, 8.319928169250488]","[6.011000156402588, 5.451000213623047]"
"[6.329168319702148, 8.568913459777832]","[6.013000011444092, 5.447999954223633]"
"[6.6559038162231445, 9.103376388549805]","[6.017000198364258, 5.447999954223633]"
"[6.922245979309082, 9.421771049499512]","[6.03000020980835, 5.439000129699707]"
"[7.036444664001465, 9.383889198303223]","[6.044000148773193, 5.426000118255615]"
"[7.096735954284668, 10.022170066833496]","[6.046999931335449, 5.426000118255615]"
"[6.936962127685547, 9.709595680236816]","[6.051000118255615, 5.426000118255615]"
"[7.379940032958984, 10.166634559631348]","[6.072000026702881, 5.406000137329102]"
"[7.323266983032227, 10.332938194274902]","[6.089000225067139, 5.3979997634887695]"
"[7.402078628540039, 10.079261779785156]","[6.09499979019165, 5.3979997634887695]"
"[7.3058929443359375, 9.914315223693848]","[6.111000061035156, 5.3979997634887695]"
"[7.367143630981445, 9.831793785095215]","[6.132999897003174, 5.3979997634887695]"
"[7.266739845275879, 9.832050323486328]","[6.1539998054504395, 5.3979997634887695]"
"[7.408527374267578, 10.048725128173828]","[6.170000076293945, 5.3979997634887695]"
"[7.47083854675293, 10.177401542663574]","[6.190999984741211, 5.3979997634887695]"
"[7.4358930587768555, 10.00747013092041]","[6.211999893188477, 5.3979997634887695]"
"[7.004768371582031, 9.360569953918457]","[6.235000133514404, 5.3979997634887695]"
"[6.65822696685791, 9.003899574279785]","[6.250999927520752, 5.3979997634887695]"
"[6.042904853820801, 8.51150131225586]","[6.294000148773193, 5.3979997634887695]"
"[6.281744956970215, 8.360395431518555]","[6.330999851226807, 5.3979997634887695]"
"[6.172891616821289, 8.349586486816406]","[6.4029998779296875, 5.3979997634887695]"
"[5.6656341552734375, 7.358207702636719]","[6.49399995803833, 5.39900016784668]"
"[5.0077667236328125, 5.955060958862305]","[6.591000080108643, 5.39900016784668]"
"[4.601433753967285, 5.07447624206543]","[6.633999824523926, 5.39900016784668]"
"[4.681646347045898, 4.9535932540893555]","[6.639999866485596, 5.39900016784668]"
"[5.1784563064575195, 4.925905227661133]","[6.639999866485596, 5.39900016784668]"
"[5.369354248046875, 4.98900032043457]","[6.639999866485596, 5.39900016784668]"
"[5.367946624755859, 4.957422256469727]","[6.639999866485596, 5.39900016784668]"
"[5.442601203918457, 4.930240631103516]","[6.639999866485596, 5.39900016784668]"
"[5.434883117675781, 4.922609329223633]","[6.644000053405762, 5.39900016784668]"
"[5.19882869720459, 4.940340995788574]","[6.6529998779296875, 5.39900016784668]"
"[5.258440971374512, 5.104630470275879]","[6.676000118255615, 5.39900016784668]"
"[5.327090263366699, 4.992232322692871]","[6.724999904632568, 5.428999900817871]"
"[5.450905799865723, 4.798201560974121]","[6.793000221252441, 5.456999778747559]"
"[5.399164199829102, 4.965569496154785]","[6.853000164031982, 5.497000217437744]"
"[5.460580825805664, 4.906520843505859]","[6.881999969482422, 5.541999816894531]"
"[5.413762092590332, 4.940357208251953]","[6.88700008392334, 5.572000026702881]"
"[5.356436729431152, 5.006723403930664]","[6.8979997634887695, 5.586999893188477]"
"[5.356139183044434, 5.011021614074707]","[6.920000076293945, 5.605000019073486]"
"[5.288125038146973, 4.9632568359375]","[6.958000183105469, 5.63700008392334]"
"[5.21190071105957, 4.998641014099121]","[7.013999938964844, 5.684999942779541]"
"[5.290982246398926, 4.93173885345459]","[7.044000148773193, 5.7170000076293945]"
"[5.287263870239258, 5.02910041809082]","[7.048999786376953, 5.742000102996826]"
"[5.254569053649902, 5.084163665771484]","[7.048999786376953, 5.75]"
"[5.2711992263793945, 4.994366645812988]","[7.048999786376953, 5.75]"
"[5.342206001281738, 4.928940773010254]","[7.048999786376953, 5.75]"
"[5.299351692199707, 4.917004585266113]","[7.048999786376953, 5.75]"
"[5.325906753540039, 4.914919853210449]","[7.048999786376953, 5.750999927520752]"
"[5.30195426940918, 4.99240779876709]","[7.050000190734863, 5.76200008392334]"
"[5.328554153442383, 4.939540863037109]","[7.050000190734863, 5.764999866485596]"
"[5.246514320373535, 4.922057151794434]","[7.050000190734863, 5.764999866485596]"
"[5.125520706176758, 4.954200744628906]","[7.050000190734863, 5.764999866485596]"
"[4.932674407958984, 4.836409091949463]","[7.050000190734863, 5.764999866485596]"
"[4.914833068847656, 4.873088836669922]","[7.050000190734863, 5.764999866485596]"
"[4.937792778015137, 4.980910301208496]","[7.050000190734863, 5.764999866485596]"
"[4.645944595336914, 5.04564094543457]","[7.050000190734863, 5.764999866485596]"
"[4.6933393478393555, 5.325384140014648]","[7.050000190734863, 5.760000228881836]"
"[4.874187469482422, 5.6402692794799805]","[7.050000190734863, 5.757999897003174]"
"[4.926889419555664, 5.773399353027344]","[7.050000190734863, 5.757999897003174]"
"[5.32056999206543, 6.6966142654418945]","[7.050000190734863, 5.757999897003174]"
"[5.933926582336426, 7.924559593200684]","[7.050000190734863, 5.749000072479248]"
"[6.339376449584961, 8.467105865478516]","[7.050000190734863, 5.745999813079834]"
"[6.139012336730957, 8.160839080810547]","[7.050000190734863, 5.745999813079834]"
"[5.696416854858398, 7.794866561889648]","[7.050000190734863, 5.745999813079834]"
"[5.2320556640625, 7.123699188232422]","[7.050000190734863, 5.745999813079834]"
"[5.431078910827637, 7.067102432250977]","[7.050000190734863, 5.745999813079834]"
"[5.37833309173584, 7.049236297607422]","[7.050000190734863, 5.745999813079834]"
"[5.2511749267578125, 6.779487609863281]","[7.050000190734863, 5.745999813079834]"
"[5.29460334777832, 6.837733268737793]","[7.050000190734863, 5.745999813079834]"
"[5.485457420349121, 6.994450569152832]","[7.050000190734863, 5.745999813079834]"
"[5.496787071228027, 7.0195417404174805]","[7.050000190734863, 5.745999813079834]"
"[5.276789665222168, 6.687079429626465]","[7.044000148773193, 5.745999813079834]"
"[5.035137176513672, 6.16734504699707]","[7.038000106811523, 5.745999813079834]"
"[4.885583877563477, 5.717041969299316]","[7.0370001792907715, 5.745999813079834]"
"[4.902220726013184, 5.974374771118164]","[7.034999847412109, 5.745999813079834]"
"[4.543210029602051, 6.081021308898926]","[7.033999919891357, 5.745999813079834]"
"[5.063020706176758, 6.172643661499023]","[7.0320000648498535, 5.745999813079834]"
"[5.0445146560668945, 6.2539567947387695]","[7.025000095367432, 5.745999813079834]"
"[5.041983604431152, 6.095985412597656]","[7.01800012588501, 5.745999813079834]"
"[5.123012542724609, 6.268153190612793]","[7.015999794006348, 5.745999813079834]"
"[5.184018135070801, 6.325783729553223]","[7.01200008392334, 5.745999813079834]"
"[5.20439338684082, 6.40866756439209]","[7.010000228881836, 5.745999813079834]"
"[5.311159133911133, 6.762900352478027]","[7.010000228881836, 5.745999813079834]"
"[5.309138298034668, 6.775125503540039]","[7.010000228881836, 5.745999813079834]"
"[4.942090034484863, 5.920840263366699]","[7.010000228881836, 5.745999813079834]"
"[4.563784599304199, 5.1391401290893555]","[7.010000228881836, 5.74399995803833]"
"[4.274117946624756, 5.281103134155273]","[7.010000228881836, 5.73799991607666]"
"[4.649994850158691, 4.970975875854492]","[7.010000228881836, 5.736000061035156]"
"[4.819345474243164, 5.024600028991699]","[7.010000228881836, 5.736000061035156]"
"[5.047024726867676, 4.944371223449707]","[7.010000228881836, 5.736000061035156]"
"[5.249005317687988, 4.893106460571289]","[7.010000228881836, 5.736000061035156]"
"[5.203505516052246, 4.867118835449219]","[7.010000228881836, 5.736000061035156]"
"[5.157619476318359, 4.830992698669434]","[7.010000228881836, 5.736000061035156]"
"[5.095160484313965, 5.029260635375977]","[7.010000228881836, 5.736000061035156]"
"[5.610287666320801, 4.674369812011719]","[7.010000228881836, 5.736000061035156]"
"[5.029329299926758, 4.79911994934082]","[7.010000228881836, 5.736000061035156]"
"[4.654016494750977, 5.028862953186035]","[7.010000228881836, 5.736000061035156]"
"[4.793187141418457, 6.075042724609375]","[7.010000228881836, 5.736000061035156]"
"[5.3044891357421875, 6.969428062438965]","[7.010000228881836, 5.736000061035156]"
"[5.647432327270508, 7.344582557678223]","[7.010000228881836, 5.736000061035156]"
"[6.014260292053223, 8.048416137695312]","[7.010000228881836, 5.736000061035156]"
"[6.578678131103516, 8.800888061523438]","[7.010000228881836, 5.736000061035156]"
"[6.657853126525879, 8.81383228302002]","[7.010000228881836, 5.736000061035156]"
"[6.987238883972168, 9.401936531066895]","[7.010000228881836, 5.736000061035156]"
"[7.22572135925293, 9.794112205505371]","[7.010000228881836, 5.736000061035156]"
"[7.485292434692383, 10.10291862487793]","[7.010000228881836, 5.736000061035156]"
"[7.56903076171875, 9.93065357208252]","[7.010000228881836, 5.736000061035156]"
"[7.685972213745117, 10.40714168548584]","[7.010000228881836, 5.736000061035156]"
"[7.742273330688477, 10.333704948425293]","[7.010000228881836, 5.736000061035156]"
"[7.5398149490356445, 10.242730140686035]","[7.010000228881836, 5.736000061035156]"
"[8.03699016571045, 11.078217506408691]","[7.010000228881836, 5.736000061035156]"
"[8.123845100402832, 11.26899242401123]","[7.010000228881836, 5.736000061035156]"
"[7.890833854675293, 10.759478569030762]","[7.010000228881836, 5.736000061035156]"
"[7.951016426086426, 10.889023780822754]","[7.010000228881836, 5.736000061035156]"
"[7.80844783782959, 10.607006072998047]","[7.010000228881836, 5.736000061035156]"
"[7.920781135559082, 10.875567436218262]","[7.010000228881836, 5.736000061035156]"
"[7.820016860961914, 10.860633850097656]","[7.010000228881836, 5.736000061035156]"
"[7.947089195251465, 10.732033729553223]","[7.010000228881836, 5.736999988555908]"
"[8.095605850219727, 11.038779258728027]","[7.010000228881836, 5.73799991607666]"
"[8.300349235534668, 11.397581100463867]","[7.010000228881836, 5.73799991607666]"
"[8.045671463012695, 10.60518741607666]","[7.010000228881836, 5.73799991607666]"
"[8.247574806213379, 11.587453842163086]","[7.010000228881836, 5.73799991607666]"
"[8.094970703125, 11.369078636169434]","[7.010000228881836, 5.73799991607666]"
"[8.18398380279541, 11.388712882995605]","[7.010000228881836, 5.73799991607666]"
"[8.078497886657715, 11.060681343078613]","[7.010000228881836, 5.739999771118164]"
"[8.196314811706543, 11.089877128601074]","[7.013999938964844, 5.767000198364258]"
"[8.075057029724121, 11.02204704284668]","[7.066999912261963, 5.802999973297119]"
"[7.960517883300781, 10.897811889648438]","[7.116000175476074, 5.822000026702881]"
"[8.038630485534668, 10.927998542785645]","[7.126999855041504, 5.824999809265137]"
"[8.442216873168945, 11.301377296447754]","[7.126999855041504, 5.824999809265137]"
"[8.343168258666992, 11.696629524230957]","[7.126999855041504, 5.824999809265137]"
"[7.92147159576416, 10.46883773803711]","[7.126999855041504, 5.824999809265137]"
"[7.947802543640137, 10.825045585632324]","[7.126999855041504, 5.824999809265137]"
"[7.8677215576171875, 10.884032249450684]","[7.126999855041504, 5.824999809265137]"
"[7.872677803039551, 10.73157787322998]","[7.126999855041504, 5.818999767303467]"
"[7.5920562744140625, 10.259723663330078]","[7.126999855041504, 5.815999984741211]"
"[7.239656448364258, 9.748846054077148]","[7.126999855041504, 5.809999942779541]"
"[6.328969955444336, 8.371622085571289]","[7.126999855041504, 5.789000034332275]"
"[5.511625289916992, 7.031546592712402]","[7.126999855041504, 5.760000228881836]"
"[5.17586612701416, 6.244724273681641]","[7.126999855041504, 5.735000133514404]"
"[4.9032440185546875, 5.658970832824707]","[7.126999855041504, 5.724999904632568]"
"[4.730771064758301, 5.463458061218262]","[7.126999855041504, 5.7230000495910645]"
"[4.170625686645508, 5.432456016540527]","[7.124000072479248, 5.7230000495910645]"
"[4.6458258628845215, 5.047259330749512]","[7.11899995803833, 5.7230000495910645]"
"[4.650851249694824, 5.047027587890625]","[7.111999988555908, 5.7230000495910645]"
"[4.691749572753906, 4.982182502746582]","[7.10699987411499, 5.7230000495910645]"
"[4.727531433105469, 4.962306976318359]","[7.104000091552734, 5.7230000495910645]"
"[4.860057830810547, 4.9076128005981445]","[7.104000091552734, 5.7230000495910645]"
"[4.929774284362793, 4.8675994873046875]","[7.104000091552734, 5.7230000495910645]"
"[5.015027046203613, 4.920627593994141]","[7.104000091552734, 5.7230000495910645]"
"[5.05035400390625, 4.908901214599609]","[7.104000091552734, 5.7230000495910645]"
"[5.182415008544922, 4.892841339111328]","[7.104000091552734, 5.7230000495910645]"
"[5.167207717895508, 4.853576183319092]","[7.104000091552734, 5.7230000495910645]"
"[5.140417098999023, 5.00532341003418]","[7.104000091552734, 5.7230000495910645]"
"[5.306796073913574, 4.874271392822266]","[7.104000091552734, 5.7230000495910645]"
"[5.339330673217773, 4.969145774841309]","[7.104000091552734, 5.7230000495910645]"
"[5.358512878417969, 4.8128557205200195]","[7.104000091552734, 5.7230000495910645]"
"[5.339971542358398, 4.916522026062012]","[7.104000091552734, 5.7230000495910645]"
"[5.350421905517578, 4.828601837158203]","[7.104000091552734, 5.7230000495910645]"
"[5.335501670837402, 4.906757354736328]","[7.104000091552734, 5.7230000495910645]"
"[5.349673271179199, 4.856590747833252]","[7.104000091552734, 5.7230000495910645]"
"[5.282920837402344, 4.892741680145264]","[7.104000091552734, 5.7230000495910645]"
"[5.3577375411987305, 4.84472131729126]","[7.104000091552734, 5.7230000495910645]"
"[5.290945053100586, 4.799315452575684]","[7.104000091552734, 5.7230000495910645]"
"[5.226012229919434, 4.738473892211914]","[7.1020002365112305, 5.7230000495910645]"
"[5.229639053344727, 5.023626327514648]","[7.09499979019165, 5.7230000495910645]"
"[5.329996109008789, 4.866776943206787]","[7.0929999351501465, 5.7230000495910645]"
"[5.273418426513672, 4.830504417419434]","[7.085999965667725, 5.7230000495910645]"
"[5.199312210083008, 4.891502380371094]","[7.074999809265137, 5.7230000495910645]"
"[5.05322265625, 4.822566032409668]","[7.059000015258789, 5.7230000495910645]"
"[5.123160362243652, 4.93408203125]","[7.047999858856201, 5.718999862670898]"
"[5.147739410400391, 4.856797695159912]","[7.0329999923706055, 5.7170000076293945]"
"[5.065973281860352, 4.910011291503906]","[7.00600004196167, 5.716000080108643]"
"[5.162700653076172, 4.896552085876465]","[6.9679999351501465, 5.715000152587891]"
"[5.105770111083984, 4.799337387084961]","[6.909999847412109, 5.715000152587891]"
"[5.0253095626831055, 4.88433837890625]","[6.861000061035156, 5.715000152587891]"
"[5.161496162414551, 5.029476165771484]","[6.834000110626221, 5.705999851226807]"
"[5.197856903076172, 4.979189872741699]","[6.827000141143799, 5.696000099182129]"
"[5.284580230712891, 4.886225700378418]","[6.827000141143799, 5.690999984741211]"
"[5.281122207641602, 4.88961124420166]","[6.827000141143799, 5.688000202178955]"
"[5.265928268432617, 4.826148509979248]","[6.827000141143799, 5.685999870300293]"
"[5.268199920654297, 4.96232795715332]","[6.827000141143799, 5.683000087738037]"
"[5.308943748474121, 4.8756103515625]","[6.827000141143799, 5.681000232696533]"
"[5.247057914733887, 4.821840763092041]","[6.827000141143799, 5.681000232696533]"
"[5.244060516357422, 4.8769330978393555]","[6.827000141143799, 5.678999900817871]"
"[5.112653732299805, 4.747150421142578]","[6.827000141143799, 5.678999900817871]"
"[5.134054183959961, 4.823988914489746]","[6.827000141143799, 5.678999900817871]"
"[5.071917533874512, 5.122270584106445]","[6.827000141143799, 5.678999900817871]"
"[5.101441383361816, 5.007773399353027]","[6.827000141143799, 5.678999900817871]"
"[5.180952072143555, 4.914705276489258]","[6.827000141143799, 5.677000045776367]"
"[5.226358413696289, 4.798624038696289]","[6.827000141143799, 5.675000190734863]"
"[5.12190055847168, 4.891693115234375]","[6.827000141143799, 5.673999786376953]"
"[5.120619773864746, 4.90627908706665]","[6.831999778747559, 5.670000076293945]"
"[5.182470321655273, 4.786818981170654]","[6.836999893188477, 5.664999961853027]"
"[5.039761543273926, 4.915065288543701]","[6.848999977111816, 5.658999919891357]"
"[5.128396034240723, 4.841837406158447]","[6.854000091552734, 5.6570000648498535]"
"[4.950356483459473, 5.0777482986450195]","[6.866000175476074, 5.6539998054504395]"
"[5.119429588317871, 4.845331192016602]","[6.873000144958496, 5.651000022888184]"
"[5.083721160888672, 5.001748085021973]","[6.881999969482422, 5.645999908447266]"
"[5.060242652893066, 4.992219924926758]","[6.88700008392334, 5.644000053405762]"
"[5.154082298278809, 4.881492614746094]","[6.889999866485596, 5.64300012588501]"
"[5.150397300720215, 4.812895774841309]","[6.890999794006348, 5.640999794006348]"
"[5.145077705383301, 4.814033031463623]","[6.8979997634887695, 5.638000011444092]"
"[5.11855411529541, 4.903927803039551]","[6.9019999504089355, 5.638000011444092]"
"[5.076026916503906, 4.926624298095703]","[6.90500020980835, 5.638000011444092]"
"[5.052382469177246, 4.861528396606445]","[6.908999919891357, 5.636000156402588]"
"[5.112514495849609, 4.770856857299805]","[6.914000034332275, 5.635000228881836]"
"[5.038562774658203, 4.920699119567871]","[6.919000148773193, 5.635000228881836]"
"[4.834743499755859, 5.092289924621582]","[6.928999900817871, 5.631999969482422]"
"[5.024208068847656, 4.999580383300781]","[6.934000015258789, 5.630000114440918]"
"[5.053841590881348, 4.952591896057129]","[6.934999942779541, 5.630000114440918]"
"[5.099318504333496, 4.79644775390625]","[6.935999870300293, 5.625]"
"[5.07269287109375, 4.842429161071777]","[6.935999870300293, 5.623000144958496]"
"[4.989943504333496, 4.851868629455566]","[6.935999870300293, 5.623000144958496]"
"[5.08183479309082, 4.839033126831055]","[6.935999870300293, 5.623000144958496]"
"[5.085450172424316, 4.8200883865356445]","[6.936999797821045, 5.623000144958496]"
"[5.068961143493652, 4.825611114501953]","[6.936999797821045, 5.623000144958496]"
"[5.0189008712768555, 4.81027889251709]","[6.936999797821045, 5.623000144958496]"
"[4.977933883666992, 4.877538681030273]","[6.936999797821045, 5.623000144958496]"
"[4.815555095672607, 4.919953346252441]","[6.938000202178955, 5.623000144958496]"
"[4.889925956726074, 4.908273696899414]","[6.939000129699707, 5.622000217437744]"
"[4.590084075927734, 5.202385902404785]","[6.940999984741211, 5.620999813079834]"
"[4.8137993812561035, 4.898101329803467]","[6.941999912261963, 5.620999813079834]"
"[4.764595985412598, 4.953444480895996]","[6.941999912261963, 5.620999813079834]"
"[4.719903945922852, 4.889267921447754]","[6.942999839782715, 5.620999813079834]"
"[4.774482727050781, 4.932248115539551]","[6.943999767303467, 5.620999813079834]"
"[4.733874320983887, 4.947979927062988]","[6.946000099182129, 5.620999813079834]"
"[4.716379165649414, 4.918937683105469]","[6.947000026702881, 5.620999813079834]"
"[4.855951309204102, 4.906714916229248]","[6.948999881744385, 5.620999813079834]"
"[4.926734924316406, 4.861976146697998]","[6.952000141143799, 5.620999813079834]"
"[5.064273834228516, 4.921779632568359]","[6.955999851226807, 5.620999813079834]"
"[5.296450614929199, 4.971297264099121]","[6.958000183105469, 5.620999813079834]"
"[5.3282976150512695, 4.902283668518066]","[6.964000225067139, 5.620999813079834]"
"[5.407421112060547, 4.912905693054199]","[6.9670000076293945, 5.620999813079834]"
"[5.322894096374512, 4.909834861755371]","[6.9670000076293945, 5.620999813079834]"
"[5.256608963012695, 5.148777008056641]","[6.9670000076293945, 5.620999813079834]"
"[5.504874229431152, 4.8170013427734375]","[6.96999979019165, 5.620999813079834]"
"[5.534778594970703, 4.747652053833008]","[6.9730000495910645, 5.620999813079834]"
"[5.66957950592041, 4.440956115722656]","[6.974999904632568, 5.620999813079834]"
"[5.710117340087891, 4.546223163604736]","[6.97599983215332, 5.620999813079834]"
"[5.724114418029785, 4.527248382568359]","[6.979000091552734, 5.620999813079834]"
"[5.7554426193237305, 4.460611343383789]","[6.980999946594238, 5.620999813079834]"
"[5.696406364440918, 4.5490617752075195]","[6.98199987411499, 5.620999813079834]"
"[5.724611282348633, 4.568683624267578]","[6.98199987411499, 5.620999813079834]"
"[5.687885284423828, 4.662370681762695]","[6.98199987411499, 5.620999813079834]"
"[5.763304710388184, 4.525003433227539]","[6.98199987411499, 5.620999813079834]"
"[5.747795104980469, 4.560643672943115]","[6.98199987411499, 5.620999813079834]"
"[5.634394645690918, 4.614895820617676]","[6.98199987411499, 5.620999813079834]"
"[4.90546989440918, 5.159073829650879]","[6.98199987411499, 5.620999813079834]"
"[5.622627258300781, 4.623708724975586]","[6.98199987411499, 5.611999988555908]"
"[5.584413528442383, 4.5547027587890625]","[6.98199987411499, 5.5920000076293945]"
"[5.678422927856445, 4.37448787689209]","[6.98199987411499, 5.572999954223633]"
"[5.700294494628906, 4.53843879699707]","[6.98199987411499, 5.563000202178955]"
"[5.7421417236328125, 4.505581855773926]","[6.98199987411499, 5.560999870300293]"
"[5.686252593994141, 4.512614727020264]","[6.98199987411499, 5.560999870300293]"
"[5.669976234436035, 4.517429351806641]","[6.98199987411499, 5.560999870300293]"
"[5.673040390014648, 4.527886867523193]","[6.98199987411499, 5.560999870300293]"
"[5.684911727905273, 4.473687171936035]","[6.98199987411499, 5.560999870300293]"
"[5.756877899169922, 4.429873466491699]","[6.98199987411499, 5.560999870300293]"
"[5.669123649597168, 4.459630012512207]","[6.98199987411499, 5.560999870300293]"
"[5.771396636962891, 4.417340278625488]","[6.98199987411499, 5.560999870300293]"
"[5.115124702453613, 4.983556747436523]","[6.98199987411499, 5.560999870300293]"
"[5.508955955505371, 4.638406753540039]","[6.98199987411499, 5.560999870300293]"
"[5.561690330505371, 4.609037399291992]","[6.98199987411499, 5.560999870300293]"
"[5.62539005279541, 4.604373931884766]","[6.98199987411499, 5.560999870300293]"
"[5.592669486999512, 4.785983085632324]","[6.98199987411499, 5.560999870300293]"
"[5.490166664123535, 4.898228645324707]","[6.98199987411499, 5.560999870300293]"
"[5.3133344650268555, 5.048026084899902]","[6.98199987411499, 5.560999870300293]"
"[5.341704368591309, 5.006381988525391]","[6.98199987411499, 5.560999870300293]"
"[5.3108673095703125, 5.013237953186035]","[6.98199987411499, 5.560999870300293]"
"[5.312966346740723, 4.955982208251953]","[6.98199987411499, 5.560999870300293]"
"[5.332259178161621, 4.811315536499023]","[6.98199987411499, 5.560999870300293]"
"[5.183472633361816, 4.869540214538574]","[6.98199987411499, 5.560999870300293]"
"[4.958148002624512, 5.018941879272461]","[6.98199987411499, 5.560999870300293]"
"[4.706947326660156, 5.242942810058594]","[6.98199987411499, 5.560999870300293]"
"[4.81587553024292, 5.019806861877441]","[6.98199987411499, 5.560999870300293]"
"[4.7467756271362305, 4.935079574584961]","[6.98199987411499, 5.560999870300293]"
"[4.676133632659912, 4.974338531494141]","[6.98199987411499, 5.560999870300293]"
"[4.669661521911621, 4.977625846862793]","[6.98199987411499, 5.560999870300293]"
"[4.672682762145996, 5.023470878601074]","[6.98199987411499, 5.560999870300293]"
"[4.642354965209961, 5.047571182250977]","[6.98199987411499, 5.560999870300293]"
"[4.605814456939697, 5.0704345703125]","[6.98199987411499, 5.560999870300293]"
"[4.652647018432617, 5.015069007873535]","[6.98199987411499, 5.560999870300293]"
"[4.598141670227051, 5.104338645935059]","[6.98199987411499, 5.560999870300293]"
"[4.487205505371094, 5.151811599731445]","[6.98199987411499, 5.560999870300293]"
"[4.653450965881348, 5.093497276306152]","[6.98199987411499, 5.560999870300293]"
"[4.661755561828613, 5.259294509887695]","[6.98199987411499, 5.560999870300293]"
"[4.364144325256348, 4.490855693817139]","[6.98199987411499, 5.560999870300293]"
"[4.121407508850098, 5.417315483093262]","[6.98199987411499, 5.560999870300293]"
"[4.74233865737915, 5.5025129318237305]","[6.98199987411499, 5.560999870300293]"
"[4.76224422454834, 5.561163902282715]","[6.98199987411499, 5.560999870300293]"
"[4.6876540184021, 5.480127334594727]","[6.98199987411499, 5.560999870300293]"
"[4.7852783203125, 5.464556694030762]","[6.98199987411499, 5.560999870300293]"
"[4.831552505493164, 5.681389808654785]","[6.98199987411499, 5.560999870300293]"
"[4.943296432495117, 5.643715858459473]","[6.98199987411499, 5.560999870300293]"
"[4.809746742248535, 5.852390289306641]","[6.98199987411499, 5.560999870300293]"
"[4.9142961502075195, 5.769327163696289]","[6.98199987411499, 5.560999870300293]"
"[4.990567207336426, 5.906700134277344]","[6.98199987411499, 5.560999870300293]"
"[4.963768005371094, 6.030742645263672]","[6.98199987411499, 5.560999870300293]"
"[5.02630615234375, 6.053279876708984]","[6.98199987411499, 5.560999870300293]"
"[5.0071563720703125, 6.069097518920898]","[6.98199987411499, 5.560999870300293]"
"[5.029523849487305, 6.112174987792969]","[6.98199987411499, 5.560999870300293]"
"[4.481820583343506, 5.840246200561523]","[6.98199987411499, 5.560999870300293]"
"[4.9930572509765625, 6.033522605895996]","[6.98199987411499, 5.560999870300293]"
"[4.920397758483887, 5.960176467895508]","[6.98199987411499, 5.560999870300293]"
"[5.028986930847168, 6.007275581359863]","[6.98199987411499, 5.560999870300293]"
"[4.998392105102539, 5.990852355957031]","[6.98199987411499, 5.560999870300293]"
"[5.070084571838379, 5.986581802368164]","[6.98199987411499, 5.560999870300293]"
"[4.950675010681152, 5.90605354309082]","[6.98199987411499, 5.560999870300293]"
"[4.924755096435547, 5.8519287109375]","[6.98199987411499, 5.560999870300293]"
"[4.856514930725098, 5.730120658874512]","[6.98199987411499, 5.560999870300293]"
"[4.831121444702148, 5.58400821685791]","[6.98199987411499, 5.560999870300293]"
"[4.638973236083984, 5.346227645874023]","[6.98199987411499, 5.560999870300293]"
"[4.542535305023193, 5.066777229309082]","[6.98199987411499, 5.560999870300293]"
"[4.664968013763428, 4.998165130615234]","[6.98199987411499, 5.560999870300293]"
"[4.832296371459961, 4.911045074462891]","[6.98199987411499, 5.560999870300293]"
"[5.023475646972656, 4.970527648925781]","[6.98199987411499, 5.560999870300293]"
"[5.187538146972656, 4.958250045776367]","[6.98199987411499, 5.560999870300293]"
"[5.245604515075684, 5.071432113647461]","[6.98199987411499, 5.560999870300293]"
"[5.233844757080078, 5.059136390686035]","[6.98199987411499, 5.560999870300293]"
"[5.398957252502441, 4.916070938110352]","[6.98199987411499, 5.560999870300293]"
